"","AppID","name","MetaScore","free","dlc","isDlc","developer","publisher","Mac","Windows","Linux","single","multi","mmo","coop","crossP","achieve","leadB","cloud","trade","workS","antiCheat","release_date","RPG","Strategy","Action","Adventure","Simulation","Indie","Casual","FreetoPlay","MassivelyMultiplayer","Racing","Sports","EarlyAccess"
"1987987",261420,"Desktop Dungeons Soundtrack",NA,0,0,1,"QCF Design","QCF Design",1,1,0,1,0,0,0,0,1,0,0,0,0,0,2013-11-07,"True","True","False","True","False","True","True","False","False","False","False","False"
"1988553",261470,"Distant Worlds: Universe",81,0,0,0,"Code Force","Slitherine Ltd.",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2014-05-23,"False","True","False","False","True","False","False","False","False","False","False","False"
"1989119",261490,"Bedlam",54,0,0,0,"RedBedlam","KISS ltd",1,1,0,1,0,0,0,0,1,0,0,1,0,0,2015-10-13,"False","False","True","False","False","True","False","False","False","False","False","False"
"1989603",261510,"Tesla Effect: A Tex Murphy Adventure",68,0,0,0,"Big Finish Games","ATLUS",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-05-08,"False","False","False","True","False","True","False","False","False","False","False","False"
"1990169",261530,"Lifeless Planet Premier Edition",59,0,0,0,"Stage 2 Studios","Lace Games,KISS ltd",1,1,0,1,0,0,0,0,1,0,0,0,0,0,2014-06-06,"False","False","True","True","False","True","False","False","False","False","False","False"
"1990735",261570,"Ori and the Blind Forest",88,0,1,0,"Moon Studios GmbH","Microsoft Studios",0,1,0,1,0,0,0,0,1,0,1,1,0,0,2015-03-11,"False","False","True","False","False","False","False","False","False","False","False","False"
"1991076",261600,"Basketball Pro Management 2014",NA,0,0,0,"Umix","Plug In Digital,Cyanide",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014-01-06,"False","False","False","False","True","False","False","False","False","False","True","False"
"1991642",261680,"Journal",59,0,0,0,"Locked Door Puzzle","Lupus Studios Limited",1,1,1,1,0,0,0,0,1,0,1,1,0,0,2014-02-17,"False","False","False","True","False","True","False","False","False","False","False","False"
"1992208",261700,"Eryi's Action",NA,0,0,0,"Xtal Sword","Nyu Media",0,1,1,1,0,0,0,0,1,0,1,1,0,0,2013-11-19,"False","False","True","False","False","True","False","False","False","False","False","False"
"1992774",261720,"Holy Avatar vs. Maidens of the Dead",NA,0,0,0,"Headup Games,Silent Dreams","Headup Games",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2014-02-20,"True","True","False","True","False","True","True","False","False","False","False","False"
"1993340",261740,"Humans Must Answer",55,0,0,0,"Sumom Games","Sumom Games",0,1,0,1,0,0,0,0,1,0,1,0,0,0,2014-01-16,"False","False","True","False","False","True","False","False","False","False","False","False"
"1993906",261760,"Lichdom: Battlemage",69,0,0,0,"Xaviant","Xaviant Games",0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-08-26,"True","False","True","False","False","True","False","False","False","False","False","False"
"1994472",261820,"Estranged: Act I",NA,1,0,0,"Alan Edwardes","Alan Edwardes",1,1,1,1,0,0,0,0,1,0,1,0,0,0,2014-01-16,"False","False","True","True","False","True","False","True","False","False","False","False"
"1995038",261880,"Corporate Lifestyle Simulator",NA,0,1,0,"bignic - Dolphin Barn","Dolphin Barn",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-02-25,"False","False","True","False","False","True","True","False","False","False","False","False"
"1995604",261920,"Catzilla - Advanced",NA,0,0,0,"ALLPlayer Group Ltd.","ALLPlayer Group Ltd.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-02-28,"False","False","False","False","False","False","False","False","False","False","False","False"
"1996170",261940,"The Mysterious Cities of Gold",NA,0,0,0,"Neko Entertainment","Neko Entertainment",0,1,0,1,0,0,0,0,0,1,0,0,0,0,2013-11-21,"False","False","False","True","False","True","True","False","False","False","False","False"
"1996736",261960,"Cube & Star: An Arbitrary Love",NA,0,0,0,"Doppler Interactive","Doppler Interactive",1,1,1,1,0,0,0,0,1,0,0,0,0,0,2014-02-14,"False","False","False","True","False","True","True","False","False","False","False","False"
"1997302",261980,"Half-Life: Before",NA,1,0,0,"Andrii Vintsevych","Andrii Vintsevych",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2009-03-05,"False","False","True","True","False","True","False","True","False","False","False","False"
"1997868",262000,"Gabriel Knight: Sins of the Fathers 20th Anniversary Edition",74,0,0,0,"Phoenix Online Studios,Pinkerton Road Studio","Pinkerton Road Studio",1,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-10-15,"False","False","False","True","False","False","False","False","False","False","False","False"
"1998351",262060,"Darkest Dungeon",86,0,1,0,"Red Hook Studios","Red Hook Studios",1,1,0,1,0,0,0,0,1,0,1,1,0,0,2016-01-19,"True","True","False","False","False","True","False","False","False","False","False","False"
"1998358",262060,"Darkest Dungeon",86,0,1,0,"Red Hook Studios","Red Hook Studios",1,1,0,1,0,0,0,0,1,0,1,1,0,0,2016-01-19,"True","True","False","False","False","True","False","False","False","False","False","True"
"1998733",262080,"Iron Soul",NA,0,0,0,"BluBee Games","Effat Effati",0,1,0,1,0,0,0,0,1,1,0,1,0,0,2014-02-26,"False","False","True","False","False","True","False","False","False","False","False","False"
"1999299",262120,"Toy Soldiers: Complete",NA,0,0,0,"Signal Studios,Krome Studios","Signal Studios",0,1,0,1,1,0,1,0,1,1,1,1,0,0,2016-02-17,"False","True","True","False","True","True","True","False","False","False","False","True"
"1999856",262120,"Toy Soldiers: Complete",NA,0,0,0,"Signal Studios,Krome Studios","Signal Studios",0,1,0,1,1,0,1,0,1,1,1,1,0,0,2016-02-17,"False","True","True","False","True","True","True","False","False","False","False","False"
"1999865",262150,"Vanguard Princess",NA,0,4,0,"Tomoaki Sugeno","eigoMANGA",0,1,0,1,0,0,1,0,0,0,0,1,1,0,2014-02-28,"False","False","True","False","False","True","True","False","False","False","False","False"
"2000431",262210,"Last Knight: Rogue Rider Edition",NA,0,0,0,"Toco Games","Toco Games",1,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-10-03,"False","False","True","True","False","True","True","False","False","False","False","False"
"2000997",262240,"SUGURI",NA,0,0,0,"Orange_Juice","Rockin' Android,Rockin Android",0,1,0,1,0,0,0,0,0,0,1,0,0,0,2014-07-01,"False","False","True","False","False","True","False","False","False","False","False","False"
"2001563",262260,"Jets'n'Guns Gold",NA,0,0,0,"Rake in Grass","Rake in Grass",1,1,1,1,0,0,0,0,1,0,0,1,0,0,2014-02-05,"False","False","True","False","False","True","False","False","False","False","False","False"
"2002129",262280,"Dungeons 2",70,0,4,0,"Realmforge Studios","Kalypso Media Digital",1,1,1,1,1,0,0,1,1,0,1,1,0,0,2015-04-24,"True","True","False","False","True","False","False","False","False","False","False","False"
"2002425",262300,"Tsukumogami",NA,0,0,0,"TORaIKI","Fruitbat Factory",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-05-31,"True","False","False","True","False","True","False","False","False","False","False","False"
"2002991",262350,"Marvel Heroes 2015 - Loki Pack",NA,0,0,1,"Gazillion Entertainment","Gazillion Entertainment",1,1,0,0,0,1,0,0,0,0,0,1,0,0,2013-06-04,"True","False","True","False","False","False","False","True","True","False","False","False"
"2003557",262351,"Marvel Heroes 2015 - Hawkeye Hero Pack",NA,0,0,1,"Gazillion Entertainment","",1,1,0,0,0,1,0,0,0,0,0,1,0,0,2013-11-27,"True","False","True","False","False","False","False","True","True","False","False","False"
"2003991",262352,"Marvel Heroes 2015 - Cable Hero Pack",NA,0,0,1,"Gazillion Entertainment","",1,1,0,0,0,1,0,0,0,0,0,1,0,0,2013-11-27,"True","False","True","False","False","False","False","True","True","False","False","False"
"2004425",262390,"Cloudbuilt",72,0,2,0,"Coilworks","Rising Star Games",0,1,0,1,0,0,0,0,1,1,1,1,1,0,2014-03-20,"False","False","True","False","False","True","False","False","False","False","False","False"
"2004991",262410,"World of Guns: Gun Disassembly",NA,1,9,0,"Noble Empire Corp.","Noble Empire Corp.",1,1,1,1,0,0,0,0,1,0,0,1,1,0,2014-05-21,"False","False","False","False","True","True","False","True","False","False","False","False"
"2005557",262450,"Dead Man's Draw",NA,0,0,0,"Stardock Entertainment","Stardock Entertainment",0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-02-06,"False","True","False","False","False","False","True","False","False","False","False","False"
"2006123",262470,"Rollers of the Realm",68,0,0,0,"Phantom Compass","Atlus U.S.A., Inc. ",0,1,0,1,0,0,0,0,1,1,1,1,0,0,2014-11-18,"True","False","True","True","False","True","True","False","False","False","False","False"
"2006575",262490,"Manga Maker Comipo",NA,0,7,0,"ComiPo! LLP","Degica",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-03-07,"False","False","False","False","False","False","False","False","False","False","False","False"
"2007141",262550,"Gunman Clive",NA,0,0,0,"Hörberg Productions","Hörberg Productions",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2014-01-03,"False","False","True","False","False","True","False","False","False","False","False","False"
"2007707",262590,"Chuck's Challenge 3D",NA,0,2,0,"Niffler Ltd.","Nkidu Games Inc.,Niffler Ltd.",1,1,1,1,0,0,0,0,1,0,0,1,1,0,2014-02-28,"False","False","False","False","False","True","False","False","False","False","False","False"
"2008273",262610,"Liquid Rhythm",NA,0,6,0,"WaveDNA","WaveDNA",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-03-28,"False","False","False","False","False","False","False","False","False","False","False","False"
"2008839",262650,"RaySupreme 3D",NA,0,0,0,"BrainDistrict","BrainDistrict",1,1,1,0,0,0,0,0,0,0,0,0,0,0,2013-12-16,"False","False","False","False","False","False","False","False","False","False","False","False"
"2009405",262690,"Little Racers STREET",NA,0,0,0,"Milkstone Studios","Milkstone Studios",1,1,1,1,1,0,0,1,1,1,1,1,0,0,2014-02-06,"False","False","False","False","False","True","True","False","False","True","False","False"
"2009971",262750,"GoD Factory: Wingmen",76,0,0,0,"Nine Dots Studio","Nine Dots Studio",1,1,1,0,1,0,0,0,1,0,0,1,0,0,2014-08-29,"False","True","True","False","True","True","False","False","False","False","False","False"
"2010500",262770,"Freedom Fall",NA,0,0,0,"Stirfire Studios","Stirfire Studios",1,1,0,1,0,0,0,0,1,1,1,1,0,0,2014-01-10,"False","False","True","True","False","True","False","False","False","False","False","False"
"2011066",262790,"Our Darker Purpose",74,0,1,0,"Avidly Wild Games","Avidly Wild Games",0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-01-29,"True","False","True","False","False","True","False","False","False","False","False","False"
"2011632",262830,"Crimsonland",68,0,0,0,"10tons Ltd","10tons Ltd",1,1,1,1,0,0,1,0,1,1,1,1,0,0,2014-06-11,"True","False","True","False","False","True","False","False","False","False","False","False"
"2012198",262850,"The Journey Down: Chapter Two",78,0,0,0,"SkyGoblin","SkyGoblin",1,1,1,1,0,0,0,0,0,0,0,1,0,0,2014-08-25,"False","False","False","True","False","True","False","False","False","False","False","False"
"2012709",262870,"Recovery Search & Rescue Simulation",NA,0,0,0,"Excalibur Publishing","BigSims.com",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-01-09,"False","False","False","False","True","False","False","False","False","False","False","False"
"2013275",262900,"Smooth Operators",NA,0,0,0,"Heydeck Games","Heydeck Games",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2013-01-14,"False","True","False","False","True","True","True","False","False","False","False","False"
"2013841",262920,"Super Chain Crusher Horizon",NA,0,0,0,"Mindware Co,.Ltd.","Mindware Co,.Ltd.",0,1,0,1,0,0,1,0,1,1,0,0,0,0,2014-09-22,"False","False","True","False","False","True","False","False","False","False","False","False"
"2014283",262940,"Broken Sword 5 - the Serpent's Curse",NA,0,0,0,"Revolution Software Ltd","Revolution Software Ltd",1,1,1,1,0,0,0,0,1,0,0,1,0,0,2013-12-04,"False","False","False","True","False","False","False","False","False","False","False","False"
"2014849",262960,"Castle In The Darkness",76,0,0,0,"Matt Kap","Nicalis",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2015-02-05,"True","False","True","True","False","True","False","False","False","False","False","False"
"2015222",262980,"C-RUSH",NA,0,0,0,"Artnumeris","Artnumeris",0,1,0,1,0,0,0,0,1,1,0,0,0,0,2014-02-17,"False","False","True","False","False","True","False","False","False","False","False","False"
"2015788",263020,"STARWHAL",NA,0,1,0,"Breakfall","Breakfall",1,1,1,1,0,0,1,0,1,1,0,1,0,0,2014-09-29,"False","False","True","False","False","True","True","False","False","False","True","False"
"2016354",263040,"Bot Colony",NA,0,0,0,"North Side","North Side",0,1,0,1,0,0,0,0,1,1,0,1,0,0,2014-06-17,"False","False","False","True","False","True","True","False","False","False","False","True"
"2016920",263060,"Blockstorm",NA,0,0,0,"GhostShark","IndieGala",1,1,1,0,1,0,0,1,0,0,0,1,1,0,2015-05-21,"False","False","True","False","False","True","False","False","False","False","False","True"
"2017216",263060,"Blockstorm",NA,0,0,0,"GhostShark","IndieGala",1,1,1,0,1,0,0,1,0,0,0,1,1,0,2015-05-21,"False","False","True","False","False","True","False","False","False","False","False","False"
"2017486",263080,"Pixel Boy and the Ever Expanding Dungeon",NA,0,0,0,"Giant Box Games","Giant Box Games",1,1,1,1,0,0,0,0,1,0,0,1,0,0,2014-05-30,"True","False","True","False","False","True","False","False","False","False","False","False"
"2018052",263100,"9.03m",NA,0,0,0,"Space Budgie","Space Budgie",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2013-09-12,"False","False","False","False","False","True","False","False","False","False","False","False"
"2018618",263120,"Ludwig",NA,0,0,0,"ovos","ovos",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-06-06,"False","False","False","True","True","True","False","False","False","False","False","False"
"2019184",263140,"Postmortem: One Must Die (Extended Cut)",NA,0,0,0,"","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2013-08-15,"True","False","False","True","False","True","False","False","False","False","False","False"
"2019750",263180,"Squirt's Adventure",NA,0,0,0,"The Dept of Silly Stuff","The Dept of Silly Stuff",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-03-05,"False","False","False","True","False","True","True","False","False","False","False","False"
"2020316",263200,"Signs of Life",NA,0,0,0,"Sweet Dog Studios","Sweet Dog Studios",0,1,0,1,1,0,1,0,1,0,0,1,0,0,2014-01-27,"True","False","True","True","False","True","True","False","False","False","False","True"
"2020882",263280,"SPINTIRES\u2122",67,0,0,0,"Oovee® Game Studios","Oovee® Game Studios,IMGN.PRO",0,1,0,1,1,0,1,0,1,0,0,0,0,0,2014-06-12,"False","False","False","True","True","False","False","False","False","True","False","False"
"2021448",263300,"BlazBlue: Calamity Trigger",NA,0,0,0,"Arc System Works","H2 Interactive Co., Ltd.",0,1,0,1,0,0,1,0,0,0,1,1,0,0,2014-02-13,"False","False","True","False","False","False","False","False","False","False","False","False"
"2022014",263320,"Saturday Morning RPG",NA,0,1,0,"Mighty Rabbit Studios","Mighty Rabbit Studios",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2014-01-29,"True","False","False","False","False","True","False","False","False","False","False","False"
"2022580",263340,"Continue?9876543210",62,0,0,0,"Jason Oda","Jason Oda",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2014-01-03,"False","False","True","True","False","True","False","False","False","False","False","False"
"2023146",263360,"3089 -- Futuristic Action RPG",NA,0,0,0,"Phr00t's Software","Phr00t's Software",1,1,1,1,0,0,1,0,0,0,0,1,0,0,2014-01-10,"True","False","True","False","False","True","False","False","False","False","False","False"
"2023712",263380,"Driftmoon",73,0,0,0,"Ville Mönkkönen,Anne Mönkkönen","Instant Kingdom",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2013-02-26,"True","False","False","True","False","True","False","False","False","False","False","False"
"2024278",263400,"War of the Human Tanks",NA,0,1,0,"Yakiniku Banzai","Fruitbat Factory",0,1,0,1,0,0,0,0,1,1,1,1,0,0,2012-09-14,"False","True","False","True","False","True","False","False","False","False","False","False"
"2024844",263420,"Probably Archery",NA,0,0,0,"South East Games","South East Games",1,1,1,1,1,0,1,1,1,1,0,1,0,0,2014-02-06,"False","False","True","False","False","True","True","False","False","False","True","False"
"2025410",263460,"Girls Like Robots",NA,0,0,0,"Popcannibal","Popcannibal",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2014-02-14,"False","False","False","True","False","True","True","False","False","False","False","False"
"2025976",263480,"Final Rush",NA,0,0,0,"Strike Games","Strike Games",0,1,0,1,1,0,1,0,1,0,0,1,0,0,2014-01-17,"False","False","True","False","False","True","False","False","False","False","False","False"
"2026542",263500,"Dragons and Titans",43,1,1,0,"Wyrmbyte","Versus Evil	",1,1,1,1,1,0,1,1,1,0,0,1,0,0,2014-03-12,"True","False","True","True","False","True","False","True","False","False","False","False"
"2027108",263540,"Villagers and Heroes",NA,1,4,0,"Mad Otter Games","Mad Otter Games",0,1,0,0,0,1,0,0,0,0,0,1,0,0,2014-04-17,"True","False","False","False","False","True","False","True","True","False","False","False"
"2027674",263560,"Paper Sorcerer",73,0,0,0,"Jesse Gallagher","Ultra Runaway Games",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2013-11-21,"True","False","False","True","False","True","False","False","False","False","False","False"
"2028240",263620,"Mitsurugi Kamui Hikae",NA,0,0,0,"Zenith Blue","AGM PLAYISM",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2014-03-10,"False","False","True","False","False","True","False","False","False","False","False","False"
"2028806",263640,"CDF Ghostship",NA,0,0,0,"MAG Studios","MAG Studios",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2015-06-26,"False","False","True","True","False","True","False","False","False","False","False","True"
"2029010",263640,"CDF Ghostship",NA,0,0,0,"MAG Studios","MAG Studios",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2015-06-26,"False","False","True","True","False","True","False","False","False","False","False","False"
"2029246",263680,"Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition",NA,0,0,0,"Semaphore","Semanoor",1,1,0,1,0,0,0,0,1,1,1,1,0,0,2014-01-03,"False","False","True","True","False","True","False","False","False","False","False","False"
"2029812",263700,"Muffin Knight",NA,0,0,0,"Angry Mob Games","Angry Mob Games",1,1,0,1,1,0,1,1,1,1,0,0,0,0,2014-05-01,"False","False","True","True","False","True","True","False","False","False","False","False"
"2030378",263740,"FootLOL: Epic Fail League",NA,0,0,0,"Lion's Shade","HeroCraft",0,1,0,1,1,0,0,0,1,0,0,1,0,0,2013-08-07,"True","False","True","False","False","True","False","False","False","False","True","False"
"2030944",263760,"Turbo Dismount\u2122",NA,0,0,0,"Secret Exit Ltd.","Secret Exit Ltd.",1,1,0,1,0,0,0,0,1,1,0,1,1,0,2014-05-21,"False","False","True","False","True","True","False","False","False","False","False","False"
"2031510",263800,"Spaceforce Constellations",NA,0,0,0,"Dreamatrix","Dreamatrix",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2013-12-12,"False","True","False","False","False","False","False","False","False","False","False","False"
"2032076",263820,"EvilQuest",NA,0,0,0,"Chaosoft Games","Chaosoft Games",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2014-02-20,"True","False","True","True","False","True","False","False","False","False","False","False"
"2032642",263860,"SPACECOM",68,0,0,0,"Flow Combine","11 bit studios",1,1,1,1,1,0,0,1,1,1,1,1,0,0,2014-09-17,"False","True","False","False","False","True","False","False","False","False","False","False"
"2033161",263880,"Aqua Kitty - Milk Mine Defender",NA,0,0,0,"Dugan,Gabor,Electric Cafe","Tikipod Ltd",0,1,0,1,0,0,1,0,1,1,1,1,0,0,2014-02-03,"False","False","True","False","False","True","False","False","False","False","False","False"
"2033727",263980,"Out There Somewhere",NA,0,0,0,"MiniBoss","E Q Games LLC",1,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-05-21,"False","True","True","True","True","True","False","False","False","False","False","False"
"2034293",264000,"Son of Nor",54,0,4,0,"stillalive studios","Viva Media",1,1,1,1,1,0,1,1,1,0,0,1,0,0,2015-04-27,"False","False","True","True","False","True","False","False","False","False","False","True"
"2034520",264000,"Son of Nor",54,0,4,0,"stillalive studios","Viva Media",1,1,1,1,1,0,1,1,1,0,0,1,0,0,2015-04-27,"False","False","True","True","False","True","False","False","False","False","False","False"
"2034814",264020,"Geekbench 3",NA,0,0,0,"Primate Labs Inc.","Primate Labs Inc.",1,1,1,1,0,0,0,0,1,1,0,0,0,0,2013-08-15,"False","False","False","False","False","False","False","False","False","False","False","False"
"2035380",264060,"Full Bore",72,0,0,0,"Whole Hog Games","Nkidu Games Inc.",0,1,1,1,0,0,0,0,1,0,1,1,0,0,2014-05-06,"False","False","False","True","False","True","True","False","False","False","False","False"
"2035946",264080,"Vangers",NA,0,0,0,"K-D Lab","KranX Productions",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1998-06-19,"False","False","True","True","False","True","False","False","False","True","False","False"
"2036512",264120,"Victory: The Age of Racing",NA,1,1,0,"Vae Victis Games","Vae Victis Games",0,1,0,1,1,0,0,0,0,0,0,1,0,0,2016-02-12,"False","False","False","False","True","True","False","True","False","True","True","True"
"2037064",264120,"Victory: The Age of Racing",NA,1,1,0,"Vae Victis Games","Vae Victis Games",0,1,0,1,1,0,0,0,0,0,0,1,0,0,2016-02-12,"False","False","False","False","True","True","False","True","False","True","True","False"
"2037078",264140,"Pixel Piracy",NA,0,1,0,"Quadro Delta,Vitali Kirpu","Re-Logic",1,1,1,1,0,0,0,0,1,0,0,1,0,0,2015-04-23,"True","False","False","True","True","True","False","False","False","False","False","False"
"2037644",264160,"WazHack",NA,0,0,0,"Waz","Waz Games",1,1,1,1,1,0,1,1,1,1,1,1,0,0,2014-02-17,"True","True","True","False","False","True","False","False","False","False","False","False"
"2038210",264200,"One Finger Death Punch",NA,0,0,0,"Silver Dollar Games","Silver Dollar Games",0,1,0,1,0,0,0,0,1,1,0,0,0,0,2014-03-03,"False","False","True","False","False","True","True","False","False","False","False","False"
"2038776",264220,"Mr. Bree+",NA,0,0,0,"TawStudio Entertainment","TawStudio Entertainment",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2013-11-26,"False","False","True","True","False","True","False","False","False","False","False","False"
"2039342",264240,"CONSORTIUM",NA,0,1,0,"Interdimensional Games Inc","Interdimensional Games Inc",0,1,0,1,0,0,0,0,1,1,1,1,0,0,2014-01-08,"True","False","True","True","False","True","False","False","False","False","False","False"
"2039908",264260,"Global Outbreak: Doomsday Edition",NA,0,0,0,"ShortRound Games","ShortRound Games",0,1,0,1,0,0,0,0,1,1,1,1,0,0,2014-08-11,"False","True","True","False","False","True","False","False","False","False","False","False"
"2040474",264280,"99 Levels To Hell",66,0,1,0,"Zaxis Games,B-evil","Zaxis Games",1,1,1,1,0,0,0,0,1,1,0,1,0,0,2014-02-19,"False","False","True","False","False","True","False","False","False","False","False","False"
"2041040",264300,"Guns n Zombies",NA,0,1,0,"Krealit","Krealit",1,1,0,1,0,0,1,0,1,1,1,1,0,0,2014-10-30,"True","False","True","True","False","True","False","False","False","False","False","False"
"2041606",264320,"Captain Morgane and the Golden Turtle",NA,0,0,0,"WizarBox","Reef Entertainment",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-01-03,"False","False","False","True","False","False","True","False","False","False","False","False"
"2042172",264340,"Major Mayhem",NA,0,0,0,"Rocket Jump","Rocket Jump",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2014-02-24,"False","False","True","True","False","True","True","False","False","False","False","False"
"2042738",264360,"La Tale",NA,1,6,0,"Actoz Soft","OGPlanet",0,1,0,1,1,1,0,0,0,0,0,1,0,0,2008-09-15,"True","False","True","True","False","False","True","True","True","False","False","False"
"2043304",264380,"Narcissu 1st & 2nd",NA,1,1,0,"stage-nana","Sekai Project",1,1,1,1,0,0,0,0,1,0,0,0,0,0,2007-05-15,"False","False","False","False","False","True","False","False","False","False","False","False"
"2043870",264400,"Jacob Jones and the Bigfoot Mystery : Episode 1",NA,0,0,0,"Lucid Games Ltd","Lucid Games Ltd",0,1,0,1,0,0,0,0,1,0,1,0,0,0,2014-09-15,"False","False","False","True","False","False","False","False","False","False","False","False"
"2044321",264420,"Comicado",NA,0,0,0,"Jugilus","Jugilus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014-01-21,"False","False","False","False","False","False","False","False","False","False","False","False"
"2044887",264440,"Children of Liberty",NA,0,0,0,"Lantana Games","Lantana Games",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2014-04-18,"False","False","True","False","False","True","False","False","False","False","False","True"
"2045453",264460,"A-Men",NA,0,0,0,"Bloober Team SA","Bloober Team SA",0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-01-25,"False","False","True","True","False","True","False","False","False","False","False","False"
"2046019",264480,"BlackSoul: Extended Edition",NA,0,0,0,"XeniosVision","XeniosVision",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-02-26,"False","False","True","True","False","True","False","False","False","False","False","False"
"2046585",264520,"Moebius: Empire Rising",54,0,1,0,"Phoenix Online Studios","Phoenix Online Publishing",1,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-04-15,"False","False","False","True","False","True","False","False","False","False","False","False"
"2047151",264540,"Platformines",67,0,0,0,"Magiko Gaming","BANDAI NAMCO Entertainment",0,1,0,1,0,0,0,0,1,1,0,1,0,0,2014-03-28,"False","False","True","False","False","True","False","False","False","False","False","False"
"2047717",264560,"Quest for Infamy",63,0,0,0,"Infamous Quests","Phoenix Online Publishing",0,1,1,1,0,0,0,0,1,0,0,1,0,0,2014-07-10,"True","False","False","True","False","True","False","False","False","False","False","False"
"2048283",264580,"Lost Civilization",NA,0,0,0,"Icarus Games","Phoenix Online Publishing",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-04-15,"False","False","False","True","False","False","True","False","False","False","False","False"
"2048849",264600,"Sonic and All-Stars Racing Transformed - Yogscast DLC",NA,0,0,1,"Sumo Digital","SEGA",0,1,0,1,1,0,1,0,1,0,1,1,0,1,2013-12-06,"False","False","False","False","False","False","False","False","False","True","True","False"
"2049415",264610,"PAYDAY 2: Armored Transport",NA,0,0,1,"OVERKILL - a Starbreeze Studio.","505 Games",0,1,0,1,0,0,1,0,1,0,0,1,0,0,2013-11-14,"True","False","True","False","False","False","False","False","False","False","False","False"
"2049981",264680,"King's Bounty: Legions | Beast Master Pack",NA,0,0,1,"Nival","Nival",1,1,0,1,1,0,0,1,0,0,0,0,0,0,2013-12-10,"True","True","False","True","False","False","False","True","False","False","False","False"
"2050547",264690,"Coin Crypt",NA,0,1,0,"Dumb and Fat Games","",1,1,0,1,0,0,0,0,1,1,0,1,0,0,2013-11-18,"True","False","False","False","False","True","False","False","False","False","False","False"
"2051113",264710,"Subnautica",NA,0,0,0,"Unknown Worlds Entertainment","Unknown Worlds Entertainment",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-12-16,"False","False","False","True","False","True","False","False","False","False","False","False"
"2051256",264710,"Subnautica",NA,0,0,0,"Unknown Worlds Entertainment","Unknown Worlds Entertainment",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-12-16,"False","False","False","True","False","True","False","False","False","False","False","True"
"2051679",264730,"Deadly 30",NA,0,0,0,"Ignatus Zuk and Gonzalo Villagomez","Headup Games",1,1,0,1,0,0,0,0,1,0,0,1,0,0,2014-01-08,"False","False","True","False","False","True","False","False","False","False","False","False"
"2052245",264750,"Assassin\u2019s Creed\xae IV Black Flag\u2122 - Time saver: Technology Pack",NA,0,0,1,"Ubisoft Montreal","",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-11-21,"False","False","True","True","False","False","False","False","False","False","False","False"
"2052811",264803,"Assassin\u2019s Creed\xae IV Black Flag\u2122 \u2013 Freedom Cry",NA,0,0,1,"Ubisoft Montreal","",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-12-18,"False","False","True","True","False","False","False","False","False","False","False","False"
